1217,586
70,203
1183,197
226,627
147,422
822,236
262,455
82,266
232,490
452,50
964,634
343,442
1092,754
537,358
1305,170
1101,270
888,42
329,3
579,813
843,661
1029,198
135,616
284,589
1282,421
658,434
686,30
621,427
1183,348
187,712
631,38
44,75
701,521
288,99
686,291
57,54
114,861
129,203
957,206
1198,715
206,172
520,64
684,737
87,892
112,614
497,220
98,63
818,449
835,577
135,749
1108,463
216,373
773,358
467,661
684,605
345,259
137,352
882,298
421,346
994,803
1136,114
721,44
120,620
753,891
1309,219
1010,810
536,747
32,889
808,786
610,873
281,806
1007,712
118,147
365,691
100,312
972,91
1265,198
821,227
492,445
105,319
335,453
658,877
1272,99
1251,497
467,793
626,509
330,882
1046,596
932,499
1119,880
774,649
1240,651
373,646
226,596
488,322
485,444
1012,396
1193,134
546,700
1163,317
1001,887
595,621
624,603
1190,806
315,705
365,47
1246,180
26,532
1181,203
1305,276
166,429
405,491
806,509
187,319
843,345
954,493
460,59
373,794
577,43
1299,189
791,525
10,450
233,346
65,23
488,17
1061,851
351,240
952,478
464,532
569,100
1165,635
1007,549
915,625
505,829
638,789
610,21
194,676
769,259
725,744
463,432
726,250
1116,379
298,620
271,290
999,731
489,227
709,768
965,887
1176,709
1009,675
15,697
813,220
542,504
536,691
1265,548
1123,302
291,210
847,168
45,346
519,861
1000,217
776,866
1280,772
93,40
610,131
672,789
885,205
421,854
1207,733
1103,427
1010,362
726,644
397,70
45,821
1000,371
497,553
309,455
701,381
1297,452
1309,675
28,473
954,512
440,614
1217,838
960,91
751,841
519,77
1052,206
1108,844
378,499
706,403
1,675
249,43
888,420
803,387
169,668
497,674
190,362
1212,215
132,442
681,802
780,844
520,512
599,505
610,469
397,150
609,373
858,386
127,513
151,614
1310,820
1218,743
795,319
323,29
375,63
818,108
202,787
736,49
741,100
497,226
1215,501
863,427
1136,509
1288,336
23,464
1310,535
626,605
753,779
1205,681
437,614
63,616
64,61
1136,562
0,820
520,400
145,635
314,161
343,757
647,453
470,876
70,644
569,576
1305,618
1282,473
858,787
1300,93
788,67
868,861
783,473
85,576
239,532
412,877
788,172
224,204
855,645
965,215
180,714
412,465
274,161
840,18
309,439
1198,155
1033,523
975,441
310,217
679,182
788,890
208,355
726,691
378,513
969,676
408,96
1193,760
1071,532
1010,532
134,64
217,728
547,184
146,180
1268,562
1173,856
403,837
991,159
671,163
30,122
609,513
1203,290
1102,539
610,579
557,779
442,861
291,701
192,848
710,439
157,117
107,604
1059,690
246,49
1116,182
600,7
546,476
865,718
447,427
448,589
1289,285
1240,203
673,343
146,714
515,144
1039,290
136,362
1190,620
758,690
609,808
0,535
16,789
976,161
793,542
1175,278
848,633
754,887
1299,600
840,876
201,91
763,184
951,159
547,738
199,477
1108,787
1131,353
813,329
899,600
1001,215
629,354
679,38
768,51
888,852
174,509
314,285
612,700
264,746
519,525
537,122
1175,166
1146,332
80,845
1061,491

fold along x=655
fold along y=447
fold along x=327
fold along y=223
fold along x=163
fold along y=111
fold along x=81
fold along y=55
fold along x=40
fold along y=27
fold along y=13
fold along y=6
